"h","window","pI","D","fD","Het","RD","Q95","Q90","Qmax","U0","U20","U50","U80"
"0.01","68","0.1","0.34","0.09","0","0.11","0.1","0.1","0.1","0.04","0.05","0.07","1"
"0.01","69","0","0.35","0.06","0.02","0.07","0.1","0.1","0.1","0.03","0.02","0.09","1"
"0.01","70","0","0.35","0.06","0.01","0.12","0.1","0.1","0.1","0.05","0.01","0.07","1"
"0.01","71","0","0.31","0.08","0","0.1","0.1","0.1","0.1","0.05","0.03","0.1","1"
"0.01","72","0.1","0.24","0.04","0","0.07","0.1","0.1","0.1","0.05","0.06","0.08","1"
"0.01","73","0.1","0.3","0.05","0","0.07","0.08","0.08","0.08","0.08","0.11","0.08","1"
"0.01","74","0.09","0.3","0.04","0","0.07","0.08","0.08","0.07","0.1","0.11","0.08","1"
"0.01","75","0.07","0.08","0.05","0","0.08","0.09","0.09","0.09","0.05","0.04","0.08","1"
"0.01","76","0","0.37","0.08","0.02","0.08","0.09","0.09","0.08","0.08","0.04","0.06","1"
"0.01","77","0","0.36","0.07","0.02","0.07","0.09","0.09","0.08","0.07","0.06","0.08","1"
"0.01","78","0.06","0.02","0.04","0","0.08","0.11","0.11","0.11","0.02","0.04","0.07","1"
"0.01","79","0.09","0.17","0.06","0.01","0.06","0.08","0.08","0.08","0.08","0.05","0.07","1"
"0.01","80","0.09","0.25","0.07","0","0.06","0.09","0.09","0.09","0.04","0.07","0.08","1"
"0.01","81","0.09","0.11","0.06","0","0.09","0.11","0.11","0.14","0.05","0.04","0.07","1"
"0.01","82","0.07","0.18","0.04","0.02","0.05","0.08","0.07","0.08","0.05","0.05","0.06","1"
"0.01","83","0.04","0.07","0.02","0","0.02","0.07","0.07","0.08","0.05","0.06","0.02","1"
"0.01","84","0.01","0.1","0","0.01","0.01","0.04","0.04","0.05","0.08","0.04","0.03","1"
"0.01","85","0.02","0.14","0.01","0","0.02","0.01","0.01","0.01","0.04","0.03","0.02","1"
"0.01","86","0.02","0.16","0.01","0.04","0.02","0.01","0.01","0.02","0.08","0.07","0.02","1"
"0.01","87","0.01","0.28","0.01","0.05","0.01","0.01","0.01","0.01","0.11","0.08","0.01","1"
"0.01","88","0.03","0.14","0.01","0","0.02","0.04","0.04","0.04","0.1","0.05","0.03","1"
"0.01","89","0.04","0.17","0.03","0","0.05","0.06","0.06","0.06","0.04","0.03","0.05","1"
"0.01","90","0.05","0.21","0.05","0.01","0.05","0.05","0.05","0.05","0.04","0.05","0.04","1"
"0.01","91","0.05","0.21","0.05","0.01","0.04","0.06","0.06","0.06","0.05","0.01","0.04","1"
"0.01","92","0.07","0.28","0.05","0.03","0.05","0.06","0.06","0.06","0.07","0.02","0.03","1"
"0.01","93","0.05","0.26","0.05","0.02","0.06","0.05","0.05","0.05","0.02","0.03","0.04","1"
"0.01","94","0.05","0.26","0.03","0.01","0.05","0.05","0.05","0.05","0.05","0.05","0.05","1"
"0.01","95","0.05","0.18","0.03","0.02","0.05","0.05","0.05","0.05","0.1","0.06","0.04","1"
"0.01","96","0.04","0.17","0.02","0.02","0.03","0.05","0.05","0.04","0.04","0.04","0.05","1"
"0.01","97","0.05","0.16","0.05","0.01","0.03","0.06","0.06","0.04","0.06","0.03","0.06","1"
"0.01","98","0.04","0.23","0.03","0.01","0.04","0.04","0.04","0.03","0.1","0.07","0.04","1"
"0.01","99","0.04","0.19","0.04","0.02","0.04","0.04","0.04","0.04","0.08","0.08","0.04","1"
"0.015","1","0","0.26","0.03","0.02","0.03","0.04","0.04","0.04","0.08","0.08","0.05","1"
"0.015","2","0","0.28","0.04","0.02","0.05","0.04","0.04","0.04","0.08","0.09","0.03","1"
"0.015","3","0.05","0.2","0.03","0.02","0.03","0.05","0.05","0.05","0.14","0.09","0.04","1"
"0.015","4","0.05","0.15","0.01","0.04","0.03","0.04","0.04","0.04","0.07","0.06","0.01","1"
"0.015","5","0.05","0.23","0.04","0.07","0.04","0.05","0.05","0.05","0.04","0.06","0.03","1"
"0.015","6","0.05","0.21","0.02","0","0.03","0.05","0.05","0.05","0.05","0.04","0.01","1"
"0.015","7","0.06","0.34","0.05","0.03","0.04","0.06","0.06","0.06","0.08","0.06","0.02","1"
"0.015","8","0.07","0.13","0.03","0","0.02","0.08","0.08","0.09","0.09","0.02","0.02","1"
"0.015","9","0","0.33","0.03","0.07","0.05","0.03","0.03","0.03","0.07","0.03","0.05","1"
"0.015","10","0","0.32","0.04","0.04","0.05","0.03","0.03","0.03","0.05","0.04","0.02","1"
"0.015","11","0.06","0.11","0.03","0.05","0.04","0.05","0.05","0.05","0.02","0.02","0.03","1"
"0.015","12","0.06","0.2","0.04","0.04","0.04","0.06","0.06","0.06","0.06","0.06","0.03","1"
"0.015","13","0.07","0.17","0.04","0.03","0.04","0.06","0.06","0.06","0.04","0.03","0.02","1"
"0.015","14","0.04","0.16","0.02","0.03","0.03","0.05","0.05","0.04","0.02","0.04","0.03","1"
"0.015","15","0.04","0.2","0.03","0.03","0.03","0.05","0.05","0.05","0.02","0.03","0.04","1"
"0.015","16","0.04","0.22","0.04","0.02","0.03","0.05","0.05","0.05","0.03","0.04","0.05","1"
"0.015","17","0","0.29","0.05","0.03","0.04","0.04","0.04","0.04","0.02","0.04","0.03","1"
"0.015","18","0","0.27","0.03","0.03","0.03","0.03","0.03","0.03","0.04","0.06","0.04","1"
"0.015","19","0","0.32","0.04","0.04","0.02","0.04","0.04","0.04","0.04","0.06","0.03","1"
"0.015","20","0.04","0.26","0.05","0.05","0.05","0.04","0.04","0.04","0.04","0.06","0.03","1"
"0.015","21","0.03","0.25","0.04","0.06","0.04","0.04","0.04","0.04","0.01","0.03","0.05","1"
"0.015","22","0.03","0.25","0.04","0.08","0.02","0.04","0.04","0.04","0.03","0.03","0.04","1"
"0.015","23","0.03","0.34","0.05","0.13","0.03","0.04","0.04","0.04","0.01","0.01","0.03","1"
"0.015","24","0","0.29","0.04","0.11","0.02","0.04","0.04","0.04","0.02","0.04","0.02","1"
"0.015","25","0","0.36","0.03","0.13","0.03","0.04","0.04","0.04","0.02","0.03","0.02","1"
"0.015","26","0","0.36","0.02","0.12","0.02","0.04","0.04","0.04","0.04","0.01","0.04","1"
"0.015","27","0","0.33","0.03","0.13","0.03","0.04","0.04","0.04","0.02","0.03","0.04","1"
"0.015","28","0","0.35","0.04","0.13","0.03","0.04","0.04","0.04","0.01","0.03","0.03","1"
"0.015","29","0","0.35","0.06","0.13","0.03","0.04","0.04","0.04","0.03","0.02","0.04","1"
"0.015","30","0","0.31","0.04","0.12","0.02","0.04","0.04","0.04","0.02","0.04","0.02","1"
"0.015","31","0","0.36","0.03","0.13","0.03","0.04","0.04","0.04","0.03","0.04","0.02","1"
"0.015","32","0","0.33","0.03","0.14","0.03","0.04","0.04","0.04","0.03","0.02","0.02","1"
"0.015","33","0.03","0.2","0.04","0.09","0.03","0.04","0.04","0.04","0.02","0.04","0.03","1"
"0.015","34","0","0.3","0.07","0.13","0.03","0.03","0.03","0.03","0.04","0.05","0.04","1"
"0.015","35","0","0.29","0.05","0.11","0.02","0.03","0.03","0.03","0.03","0.02","0.03","1"
"0.015","36","0","0.25","0.04","0.14","0.03","0.03","0.03","0.03","0.05","0.04","0.02","1"
"0.015","37","0.03","0.14","0.02","0.07","0.03","0.05","0.05","0.05","0.03","0.04","0.03","1"
"0.015","38","0.06","0.25","0.05","0.04","0.04","0.02","0.02","0.01","0.05","0.08","0.03","1"
"0.015","39","0","0.34","0.05","0.03","0.03","0.02","0.02","0.01","0.05","0.07","0.01","1"
"0.015","40","0","0.32","0.06","0.05","0.04","0.02","0.02","0.01","0.08","0.13","0.03","1"
"0.015","41","0","0.31","0.06","0.05","0.04","0.02","0.02","0.01","0.08","0.13","0.02","1"
"0.015","42","0","0.31","0.05","0.05","0.04","0.02","0.02","0.01","0.06","0.08","0.02","1"
"0.015","43","0.05","0.34","0.05","0.04","0.04","0.02","0.02","0.02","0.05","0.08","0.02","1"
"0.015","44","0.05","0.26","0.03","0.07","0.02","0.03","0.03","0.02","0.08","0.04","0.02","1"
"0.015","45","0.05","0.27","0.05","0.05","0.02","0.03","0.03","0.02","0.04","0.05","0.02","1"
"0.015","46","0.06","0.22","0.03","0","0.03","0.03","0.03","0.03","0.07","0.06","0.05","1"
"0.015","47","0.06","0.27","0.03","0.01","0.04","0.04","0.03","0.04","0.04","0.03","0.04","1"
"0.015","48","0.04","0.1","0.04","0","0.02","0.03","0.03","0.05","0.04","0.05","0.05","1"
"0.015","49","0.03","0.23","0.04","0.05","0.04","0.03","0.03","0.03","0.14","0.11","0.04","1"
"0.015","50","0.04","0.1","0.04","0.01","0.02","0.06","0.06","0.05","0.06","0.07","0.03","1"
"0.015","51","0.05","0.32","0.05","0.04","0.05","0.06","0.06","0.06","0.05","0.06","0.06","1"
"0.015","52","0","0.32","0.05","0.03","0.04","0.06","0.06","0.06","0.08","0.05","0.03","1"
"0.015","53","0","0.3","0.05","0.03","0.03","0.06","0.06","0.06","0.06","0.04","0.02","1"
"0.015","54","0","0.34","0.05","0.03","0.02","0.06","0.06","0.06","0.09","0.06","0.04","1"
"0.015","55","0","0.33","0.06","0.03","0.06","0.06","0.06","0.06","0.06","0.05","0.04","1"
"0.015","56","0","0.33","0.06","0.03","0.04","0.06","0.06","0.06","0.08","0.06","0.06","1"
"0.015","57","0","0.35","0.06","0.03","0.05","0.06","0.06","0.06","0.07","0.06","0.05","1"
"0.015","58","0","0.3","0.05","0.02","0.03","0.06","0.06","0.06","0.03","0.05","0.04","1"
"0.015","59","0","0.27","0.06","0.03","0.05","0.06","0.06","0.06","0.08","0.05","0.05","1"
"0.015","60","0","0.31","0.05","0.03","0.05","0.06","0.06","0.06","0.1","0.06","0.06","1"
"0.015","61","0","0.34","0.04","0.04","0.04","0.06","0.06","0.06","0.05","0.05","0.02","1"
"0.015","62","0","0.32","0.06","0.03","0.05","0.06","0.06","0.06","0.06","0.04","0.03","1"
"0.015","63","0","0.38","0.05","0.04","0.04","0.06","0.06","0.06","0.09","0.04","0.04","1"
"0.015","64","0","0.31","0.04","0.03","0.04","0.06","0.06","0.06","0.09","0.06","0.05","1"
"0.015","65","0","0.33","0.05","0.02","0.03","0.06","0.06","0.06","0.06","0.03","0.04","1"
"0.015","66","0.05","0.33","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.04","0.02","1"
"0.015","67","0.07","0.19","0.02","0.01","0.03","0.07","0.07","0.08","0.06","0.05","0.06","1"
"0.015","68","0.08","0.29","0.03","0.04","0.06","0.06","0.06","0.06","0.05","0.04","0.04","1"
"0.015","69","0","0.32","0.04","0.05","0.05","0.06","0.06","0.06","0.07","0.06","0.06","1"
"0.015","70","0","0.32","0.03","0.06","0.05","0.06","0.06","0.06","0.09","0.08","0.07","1"
"0.015","71","0","0.3","0.04","0.04","0.04","0.06","0.06","0.06","0.09","0.07","0.06","1"
"0.015","72","0.08","0.18","0.04","0.02","0.05","0.07","0.07","0.07","0.05","0.06","0.07","1"
"0.015","73","0.08","0.25","0.05","0","0.08","0.06","0.06","0.05","0.09","0.1","0.06","1"
"0.015","74","0.08","0.29","0.05","0.02","0.06","0.05","0.05","0.05","0.11","0.11","0.07","1"
"0.015","75","0.05","0.01","0.03","0","0.04","0.07","0.07","0.07","0.04","0.07","0.06","1"
"0.015","76","0","0.29","0.04","0.03","0.05","0.04","0.04","0.03","0.06","0.08","0.07","1"
"0.015","77","0","0.28","0.03","0.03","0.06","0.04","0.04","0.03","0.12","0.08","0.04","1"
"0.015","78","0.03","0","0.01","0.01","0.03","0.09","0.08","0.08","0.03","0.02","0.02","1"
"0.015","79","0.06","0.19","0.05","0.03","0.04","0.05","0.05","0.06","0.07","0.06","0.06","1"
"0.015","80","0.07","0.22","0.06","0.04","0.07","0.07","0.07","0.07","0.11","0.07","0.06","1"
"0.015","81","0.06","0.02","0.02","0","0.04","0.07","0.07","0.08","0.05","0.04","0.06","1"
"0.015","82","0.05","0.21","0.04","0.04","0.03","0.04","0.04","0.04","0.06","0.05","0.04","1"
"0.015","83","0.05","0.06","0.04","0","0.05","0.08","0.07","0.08","0.04","0.09","0.07","1"
"0.015","84","0.06","0.13","0.05","0","0.05","0.09","0.09","0.08","0.09","0.06","0.05","1"
"0.015","85","0.07","0.21","0.04","0.01","0.06","0.06","0.06","0.05","0.09","0.06","0.06","1"
"0.015","86","0.07","0.28","0.06","0.01","0.05","0.06","0.06","0.06","0.1","0.12","0.08","1"
"0.015","87","0.03","0.37","0.05","0.03","0.05","0.05","0.05","0.05","0.09","0.07","0.05","1"
"0.015","88","0.07","0.19","0.03","0","0.06","0.06","0.06","0.06","0.08","0.06","0.06","1"
"0.015","89","0.1","0.08","0.06","0","0.06","0.07","0.06","0.07","0.04","0.06","0.08","1"
"0.015","90","0.09","0.13","0.06","0","0.06","0.08","0.07","0.08","0.04","0.06","0.07","1"
"0.015","91","0.12","0.28","0.08","0.01","0.09","0.09","0.09","0.08","0.07","0.04","0.09","1"
"0.015","92","0.12","0.29","0.05","0.03","0.09","0.09","0.09","0.08","0.06","0.08","0.08","1"
"0.015","93","0.11","0.23","0.04","0.01","0.07","0.09","0.09","0.08","0.06","0.07","0.07","1"
"0.015","94","0.09","0.2","0.04","0.01","0.04","0.07","0.06","0.07","0.07","0.05","0.05","1"
"0.015","95","0.08","0.29","0.06","0","0.07","0.06","0.06","0.05","0.06","0.05","0.06","1"
"0.015","96","0.09","0.14","0.02","0","0.05","0.07","0.07","0.07","0.06","0.06","0.06","1"
"0.015","97","0.07","0.19","0.01","0.02","0.02","0.06","0.06","0.05","0.11","0.13","0.07","1"
"0.015","98","0.05","0.2","0.03","0.03","0.04","0.05","0.05","0.04","0.07","0.07","0.06","1"
"0.015","99","0.04","0.2","0.03","0.02","0.02","0.05","0.05","0.05","0.05","0.05","0.06","1"
"0.02","1","0","0.25","0.05","0.04","0.05","0.05","0.05","0.05","0.1","0.06","0.04","1"
"0.02","2","0","0.28","0.07","0.03","0.05","0.05","0.05","0.05","0.07","0.04","0.08","1"
"0.02","3","0.09","0.21","0.06","0.02","0.05","0.06","0.05","0.06","0.06","0.04","0.08","1"
"0.02","4","0.1","0.23","0.03","0.03","0.09","0.07","0.07","0.07","0.05","0.03","0.09","1"
"0.02","5","0.1","0.24","0.08","0.01","0.05","0.08","0.08","0.08","0.06","0.07","0.07","1"
"0.02","6","0.09","0.25","0.07","0.03","0.09","0.08","0.08","0.07","0.05","0.06","0.07","1"
"0.02","7","0.1","0.25","0.07","0.05","0.09","0.08","0.08","0.07","0.09","0.05","0.06","1"
"0.02","8","0.08","0.1","0.06","0","0.06","0.1","0.1","0.11","0.09","0.07","0.08","1"
"0.02","9","0","0.33","0.06","0.04","0.07","0.08","0.08","0.08","0.05","0.02","0.05","1"
"0.02","10","0","0.35","0.07","0.05","0.07","0.08","0.08","0.08","0.07","0.04","0.08","1"
"0.02","11","0.09","0.2","0.05","0.01","0.07","0.08","0.08","0.08","0.07","0.04","0.09","1"
"0.02","12","0.07","0.3","0.05","0","0.06","0.06","0.06","0.06","0.1","0.07","0.05","1"
"0.02","13","0.07","0.21","0.05","0.01","0.07","0.07","0.06","0.07","0.08","0.07","0.03","1"
"0.02","14","0.04","0.2","0.04","0.02","0.07","0.07","0.06","0.06","0.05","0.05","0.05","1"
"0.02","15","0.05","0.23","0.01","0.01","0.04","0.05","0.05","0.05","0.03","0.04","0.05","1"
"0.02","16","0.05","0.26","0.03","0.03","0.04","0.05","0.05","0.05","0.02","0.04","0.03","1"
"0.02","17","0","0.33","0.04","0.04","0.02","0.04","0.04","0.04","0.03","0.03","0.05","1"
"0.02","18","0","0.36","0.03","0.05","0.04","0.04","0.04","0.04","0.01","0.03","0.07","1"
"0.02","19","0","0.33","0.05","0.04","0.04","0.04","0.04","0.04","0.01","0.02","0.05","1"
"0.02","20","0.06","0.3","0.03","0.01","0.03","0.04","0.04","0.04","0.02","0.04","0.05","1"
"0.02","21","0.06","0.16","0.05","0.03","0.06","0.05","0.05","0.05","0.02","0.05","0.07","1"
"0.02","22","0.06","0.21","0.05","0.03","0.05","0.05","0.05","0.05","0.02","0.03","0.07","1"
"0.02","23","0.06","0.19","0.05","0.07","0.06","0.05","0.05","0.05","0.01","0.02","0.01","1"
"0.02","24","0","0.21","0.07","0.1","0.05","0.05","0.05","0.05","0.01","0.03","0.04","1"
"0.02","25","0","0.19","0.06","0.09","0.05","0.05","0.05","0.05","0","0.02","0.04","1"
"0.02","26","0","0.21","0.07","0.08","0.05","0.05","0.05","0.05","0.01","0.01","0.04","1"
"0.02","27","0","0.17","0.06","0.09","0.05","0.05","0.05","0.05","0","0.01","0.08","1"
"0.02","28","0","0.18","0.08","0.09","0.05","0.05","0.05","0.05","0.02","0.03","0.05","1"
"0.02","29","0","0.2","0.06","0.07","0.05","0.05","0.05","0.05","0.02","0.02","0.05","1"
"0.02","30","0","0.2","0.05","0.08","0.05","0.05","0.05","0.05","0","0.02","0.03","1"
"0.02","31","0","0.18","0.07","0.08","0.05","0.05","0.05","0.05","0.01","0.02","0.06","1"
"0.02","32","0","0.19","0.07","0.08","0.06","0.05","0.05","0.05","0.01","0.03","0.05","1"
"0.02","33","0.06","0.12","0.05","0.03","0.05","0.06","0.06","0.05","0.03","0.02","0.04","1"
"0.02","34","0","0.27","0.03","0.09","0.05","0.06","0.06","0.05","0.02","0.03","0.05","1"
"0.02","35","0","0.25","0.04","0.09","0.05","0.06","0.06","0.05","0.02","0.03","0.06","1"
"0.02","36","0","0.24","0.04","0.11","0.04","0.06","0.06","0.05","0.02","0.03","0.04","1"
"0.02","37","0.05","0.15","0.03","0.04","0.04","0.07","0.06","0.08","0.02","0.02","0.06","1"
"0.02","38","0.05","0.32","0.01","0.04","0.01","0.04","0.03","0.03","0.06","0.05","0.05","1"
"0.02","39","0","0.41","0.02","0.03","0.01","0.03","0.03","0.02","0.06","0.07","0.02","1"
"0.02","40","0","0.41","0.01","0.05","0.01","0.03","0.03","0.02","0.07","0.06","0.05","1"
"0.02","41","0","0.4","0.01","0.05","0.01","0.03","0.03","0.02","0.09","0.07","0.05","1"
"0.02","42","0","0.4","0.01","0.04","0.01","0.03","0.03","0.02","0.06","0.07","0.04","1"
"0.02","43","0.03","0.35","0.02","0.05","0.02","0.03","0.03","0.02","0.08","0.07","0.04","1"
"0.02","44","0.04","0.27","0.01","0.02","0.03","0.03","0.03","0.03","0.03","0.06","0.07","1"
"0.02","45","0.04","0.3","0.01","0.01","0.04","0.03","0.03","0.03","0.05","0.06","0.08","1"
"0.02","46","0.04","0.21","0.01","0","0.02","0.04","0.04","0.04","0.06","0.05","0.03","1"
"0.02","47","0.03","0.31","0.03","0","0.03","0.04","0.04","0.04","0.06","0.06","0.03","1"
"0.02","48","0.03","0.08","0.03","0","0.04","0.04","0.04","0.03","0.01","0.04","0.04","1"
"0.02","49","0.01","0.28","0.04","0.02","0.04","0.03","0.03","0.03","0.07","0.1","0.03","1"
"0.02","50","0.03","0.11","0.02","0","0.02","0.05","0.05","0.06","0.04","0.02","0.02","1"
"0.02","51","0.04","0.32","0.04","0.01","0.02","0.02","0.02","0.02","0.06","0.03","0.04","1"
"0.02","52","0","0.33","0.03","0.01","0.02","0.02","0.02","0.02","0.05","0.03","0.05","1"
"0.02","53","0","0.36","0.03","0","0.02","0.02","0.02","0.02","0.02","0.01","0.04","1"
"0.02","54","0","0.25","0.02","0","0.02","0.02","0.02","0.02","0.06","0.04","0.05","1"
"0.02","55","0","0.34","0.04","0.01","0.02","0.02","0.02","0.02","0.03","0.06","0.03","1"
"0.02","56","0","0.33","0.03","0","0.02","0.02","0.02","0.02","0.04","0.02","0.03","1"
"0.02","57","0","0.3","0.03","0","0.03","0.02","0.02","0.02","0.03","0.04","0.03","1"
"0.02","58","0","0.32","0.03","0","0.03","0.02","0.02","0.02","0.06","0.03","0.04","1"
"0.02","59","0","0.32","0.04","0","0.02","0.02","0.02","0.02","0.06","0.05","0.04","1"
"0.02","60","0","0.33","0.04","0","0.03","0.02","0.02","0.02","0.06","0.06","0.04","1"
"0.02","61","0","0.31","0.04","0","0.02","0.02","0.02","0.02","0.05","0.03","0.04","1"
"0.02","62","0","0.34","0.02","0","0.04","0.02","0.02","0.02","0.03","0.02","0.04","1"
"0.02","63","0","0.33","0.01","0.02","0.02","0.02","0.02","0.02","0.03","0.04","0.04","1"
"0.02","64","0","0.34","0.04","0.01","0.04","0.02","0.02","0.02","0.03","0.05","0.03","1"
"0.02","65","0","0.37","0.02","0","0.03","0.02","0.02","0.02","0.04","0.04","0.04","1"
"0.02","66","0.04","0.34","0.04","0","0.04","0.02","0.02","0.02","0.04","0.04","0.05","1"
"0.02","67","0.04","0.16","0.03","0.01","0.02","0.02","0.02","0.02","0.07","0.04","0.03","1"
"0.02","68","0.03","0.23","0.03","0.01","0.02","0.03","0.03","0.03","0.06","0.07","0.02","1"
"0.02","69","0","0.25","0.02","0.02","0.03","0.03","0.03","0.03","0.06","0.05","0.03","1"
"0.02","70","0","0.25","0.05","0.02","0.02","0.03","0.03","0.03","0.07","0.08","0.03","1"
"0.02","71","0","0.25","0.04","0.02","0.03","0.03","0.03","0.03","0.07","0.06","0.02","1"
"0.02","72","0.04","0.18","0.02","0","0.02","0.04","0.04","0.04","0.06","0.05","0.03","1"
"0.02","73","0.03","0.19","0.03","0","0.02","0.02","0.02","0.02","0.06","0.05","0.03","1"
"0.02","74","0.03","0.24","0.04","0.02","0.02","0.03","0.03","0.03","0.08","0.08","0.04","1"
"0.02","75","0.04","0.08","0.02","0","0.03","0.03","0.03","0.03","0.03","0.01","0.03","1"
"0.02","76","0","0.31","0.02","0.03","0.02","0.03","0.03","0.03","0.1","0.07","0.03","1"
"0.02","77","0","0.34","0.02","0.04","0.03","0.03","0.03","0.03","0.07","0.03","0.04","1"
"0.02","78","0.02","0.05","0.02","0","0.03","0.04","0.04","0.05","0.04","0.06","0.04","1"
"0.02","79","0.06","0.14","0.03","0","0.02","0.03","0.03","0.03","0.03","0.05","0.05","1"
"0.02","80","0.06","0.21","0.05","0.02","0.03","0.03","0.03","0.04","0.1","0.05","0.05","1"
"0.02","81","0.03","0.02","0.03","0","0.03","0.05","0.04","0.03","0.02","0.02","0.03","1"
"0.02","82","0.03","0.17","0.01","0.04","0","0.02","0.02","0.02","0.1","0.04","0.03","1"
"0.02","83","0.04","0.1","0.03","0.01","0.01","0.03","0.03","0.03","0.04","0.02","0.01","1"
"0.02","84","0.03","0.08","0.01","0.01","0.02","0.06","0.05","0.05","0.04","0.08","0.05","1"
"0.02","85","0.04","0.2","0.02","0.02","0.03","0.04","0.04","0.03","0.05","0.04","0.03","1"
"0.02","86","0.05","0.23","0.01","0.01","0.03","0.03","0.03","0.04","0.03","0.03","0.04","1"
"0.02","87","0.01","0.27","0.01","0.01","0.03","0.03","0.03","0.03","0.04","0.06","0.04","1"
"0.02","88","0.04","0.19","0.02","0","0.03","0.05","0.05","0.05","0.05","0.05","0.05","1"
"0.02","89","0.04","0.07","0.02","0","0.02","0.05","0.05","0.05","0.02","0.02","0.03","1"
"0.02","90","0.05","0.17","0.01","0","0.02","0.05","0.05","0.04","0.04","0.02","0.04","1"
"0.02","91","0.04","0.24","0.02","0.02","0.03","0.03","0.03","0.03","0.02","0.04","0.03","1"
"0.02","92","0.04","0.25","0.02","0.04","0.02","0.03","0.03","0.03","0.06","0.03","0.05","1"
"0.02","93","0.04","0.26","0.03","0.02","0.04","0.04","0.04","0.04","0.06","0.02","0.03","1"
"0.02","94","0.04","0.18","0.04","0.01","0.03","0.04","0.04","0.04","0.05","0.04","0.06","1"
"0.02","95","0.02","0.17","0.01","0.01","0.03","0.03","0.03","0.02","0.03","0.03","0.05","1"
"0.02","96","0.03","0.19","0.02","0","0.03","0.04","0.04","0.03","0.04","0.03","0.02","1"
"0.02","97","0.05","0.22","0.03","0.02","0.03","0.03","0.03","0.03","0.04","0.03","0.03","1"
"0.02","98","0.04","0.28","0.05","0.05","0.04","0.02","0.02","0.02","0.04","0.03","0.02","1"
"0.02","99","0.04","0.22","0.04","0.01","0.05","0.03","0.03","0.03","0.03","0.04","0.05","1"
"0.025","1","0","0.39","0.03","0.02","0.02","0.03","0.03","0.03","0.11","0.09","0.04","1"
"0.025","2","0","0.41","0.03","0.02","0.02","0.03","0.03","0.03","0.07","0.1","0.03","1"
